Game_No,Round_Number,Date,Location,Home_Team,Away_Team,Group,Home,Away
1,1,2020-06-12 21:00,Rome,Turkey,Italy,A,3,2
2,1,2020-06-13 15:00,Baku,Wales,Switzerland,A,0,3
13,2,2020-06-17 21:00,Rome,Italy,Switzerland,A,3,3
14,2,2020-06-17 18:00,Baku,Turkey,Wales,A,3,3
25,3,2020-06-21 18:00,Rome,Italy,Wales,A,0,2
26,3,2020-06-21 18:00,Baku,Switzerland,Turkey,A,0,0
3,1,2020-06-13 21:00,Saint Petersburg,Belgium,Russia,B,0,3
4,1,2020-06-13 18:00,Copenhagen,Denmark,Finland,B,3,1
15,2,2020-06-17 15:00,Saint Petersburg,Finland,Russia,B,3,2
16,2,2020-06-18 18:00,Copenhagen,Denmark,Belgium,B,0,0
27,3,2020-06-22 21:00,Saint Petersburg,Finland,Belgium,B,1,2
28,3,2020-06-22 21:00,Copenhagen,Russia,Denmark,B,0,1
5,1,2020-06-14 21:00,Amsterdam,Netherlands,Ukraine,C,0,1
6,1,2020-06-14 18:00,Bucharest,Austria,PO D,C,1,1
17,2,2020-06-18 21:00,Amsterdam,Netherlands,Austria,C,0,0
18,2,2020-06-18 15:00,Bucharest,Ukraine,PO D,C,3,2
29,3,2020-06-22 18:00,Amsterdam,PO D,Netherlands,C,2,3
30,3,2020-06-22 18:00,Bucharest,Ukraine,Austria,C,1,2
7,1,2020-06-14 15:00,London,England,Croatia,D,3,3
8,1,2020-06-15 15:00,Glasgow,PO C,Czech Republic,D,3,0
19,2,2020-06-19 21:00,London,England,PO C,D,2,3
20,2,2020-06-19 18:00,Glasgow,Croatia,Czech Republic,D,2,2
31,3,2020-06-23 21:00,London,Czech Republic,England,D,3,2
32,3,2020-06-23 21:00,Glasgow,Croatia,PO C,D,0,0
9,1,2020-06-15 21:00,Bilbao,Spain,Sweden,E,3,0
10,1,2020-06-15 18:00,Dublin,Poland,PO B,E,2,1
21,2,2020-06-20 21:00,Bilbao,Spain,Poland,E,2,3
22,2,2020-06-19 15:00,Dublin,Sweden,PO B,E,2,3
33,3,2020-06-24 18:00,Bilbao,PO B,Spain,E,0,0
34,3,2020-06-24 18:00,Dublin,Sweden,Poland,E,2,0
11,1,2020-06-16 21:00,Munich,France,Germany,F,3,3
12,1,2020-06-16 18:00,Budapest,PO A,Portugal,F,0,3
23,2,2020-06-20 18:00,Munich,Portugal,Germany,F,3,2
24,2,2020-06-20 15:00,Budapest,PO A,France,F,1,1
35,3,2020-06-24 21:00,Munich,Germany,PO A,F,1,0
36,3,2020-06-24 21:00,Budapest,Portugal,France,F,3,2
38,4,2020-06-27 18:00,Amsterdam,Turkey,Belgium,38,3,2
37,4,2020-06-27 21:00,London,Switzerland,Austria,37,1,2
39,4,2020-06-28 21:00,Bilbao,Denmark,Wales,39,2,0
40,4,2020-06-28 18:00,Budapest,Ukraine,PO B,40,1,1
42,4,2020-06-29 18:00,Copenhagen,Czech Republic,Spain,42,0,3
41,4,2020-06-29 21:00,Bucharest,Portugal,Russia,41,1,2
43,4,2020-06-30 21:00,Glasgow,Poland,Netherlands,43,0,0
44,4,2020-06-30 18:00,Dublin,PO C,Germany,44,1,1
45,5,2020-07-03 18:00,Saint Petersburg,Russia,Spain,45,1,3
46,5,2020-07-03 21:00,Munich,Denmark,Austria,46,1,3
48,5,2020-07-04 21:00,Rome,Poland,PO C,48,0,3
47,5,2020-07-04 18:00,Baku,Ukraine,Turkey,47,3,0
49,6,2020-07-07 21:00,London,Austria,Spain,49,3,2
50,6,2020-07-08 21:00,London,PO C,Ukraine,50,3,1
51,Final match,2020-07-12 21:00,London,Austria,PO C,51,0,0
"","","",TopScorer,kennedy,"","","",""
"","","",Yellow Cards,498745,"","","",""
"","","",Competitor,Daniel_120,"","","",""
"","","",Email,dssd@sddskl,"","","",""
